key,id,summary,status,issuetype,creator_name,assignee_name,created,updated,project_name,project_id,priority_name,priority_id,project_due_date,issue_url,today,days_old,year_updated,month_updated,year_created,month_created,last_updated_days,project_due_date_days,velocity,velocity_hours,velocity_days,target_end_date,bussiness_lead,planning_rank,portfolio_rank
DEVOPS-1907,76150,Auda.cy - set up shortened vanity domain to work with Bitly,Done,Support,Amy Van Hook,Tom Terry,2021-07-09 14:43:23.730000-06:00,2021-07-13 15:42:18.754000-06:00,DevOps,13769,High,2,2021-07-12 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1907,2025-05-23 07:54:08.132986-06:00,1413,2021,7,2021,7,1409,-1,4,96.9819511111111,4,,Unknown,,
DEVOPS-1901,76041,I need to be able to add Tags to AWS buckets,Done,Task,Terry Dougal,Tom Terry,2021-07-08 11:48:39.026000-06:00,2021-07-12 08:04:33.022000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1901,2025-05-23 07:54:08.142205-06:00,1414,2021,7,2021,7,1410,-7864,3,92.26499888888888,3,,Unknown,,
DEVOPS-1691,72037,Amazon S3 bucket for new partner - Revive,Done,Task,Former user,Tom Terry,2021-05-14 08:08:57.824000-06:00,2021-07-09 09:24:22.868000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1691,2025-05-23 07:54:08.152114-06:00,1469,2021,7,2021,5,1413,-7861,56,1345.2569566666666,56,,Unknown,,
DEVOPS-1903,76044,Theriseguys.com Redirect,Done,Task,Zendesk Support for Jira,Tom Terry,2021-07-08 11:54:28.808000-06:00,2021-07-09 09:21:42.739000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1903,2025-05-23 07:54:08.161969-06:00,1414,2021,7,2021,7,1413,-7861,0,21.453869722222223,0,,Unknown,,
DEVOPS-1862,75456,Access to cbslegacy AWS,Done,Support,Jeff Slutz,Tom Terry,2021-06-30 10:01:08.649000-06:00,2021-07-01 17:07:12.534000-06:00,DevOps,13769,Urgent,1,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1862,2025-05-23 07:54:08.171558-06:00,1422,2021,7,2021,6,1421,-7853,1,31.101079166666665,1,,Unknown,,
DEVOPS-745,61505,Point bare radio.com to www in fastly,Done,Support,Former user,Tom Terry,2020-08-10 09:58:25.860000-06:00,2021-07-01 14:12:54.272000-06:00,DevOps,13769,Low,4,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-745,2025-05-23 07:54:08.180941-06:00,1746,2021,7,2020,8,1421,-7853,325,7804.2412255555555,325,,Unknown,,
DEVOPS-1756,73574,Provide name servers for 8 domains,Done,Support,Tony Senes,Tom Terry,2021-06-07 11:54:52.270000-06:00,2021-07-01 06:16:29.543000-06:00,DevOps,13769,Low,4,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1756,2025-05-23 07:54:08.190284-06:00,1445,2021,7,2021,6,1422,-7853,23,570.3603536111111,23,,Unknown,,
DEVOPS-1864,74957,DevOps Domain Configuration - thewolfbuffalo.com and 1077thewolf.com,Done,Task,Tony Senes,Tom Terry,2021-06-25 14:14:25.025000-06:00,2021-06-30 15:17:48.239000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1864,2025-05-23 07:54:08.199346-06:00,1427,2021,6,2021,6,1422,-7852,5,121.05644833333332,5,,Unknown,,
DEVOPS-1752,73392,audacycontest.com Domain Point,Done,Task,Andy Drake,Tom Terry,2021-06-04 14:54:13.131000-06:00,2021-06-28 13:37:13.330000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1752,2025-05-23 07:54:08.208743-06:00,1448,2021,6,2021,6,1424,-7850,23,574.7167219444444,23,,Unknown,,
DEVOPS-1791,74582,VPN Access for Work and Co,Done,Task,Former user,Tom Terry,2021-06-22 09:09:03.314000-06:00,2021-06-22 15:32:53.989000-06:00,DevOps,13769,Urgent,1,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1791,2025-05-23 07:54:08.218236-06:00,1430,2021,6,2021,6,1430,-7844,0,6.397409722222222,0,,Unknown,,
DEVOPS-1772,74123,Point Domains to Frequency Lambda Redirect Folder,Done,Task,Tony Senes,Tom Terry,2021-06-15 12:49:43.469000-06:00,2021-06-15 12:55:30.205000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1772,2025-05-23 07:54:08.227383-06:00,1437,2021,6,2021,6,1437,-7837,0,0.09631555555555556,0,,Unknown,,
DEVOPS-1771,74122,Set up Security Certs for vanity domains,Done,Task,Tony Senes,Tom Terry,2021-06-15 12:49:28.696000-06:00,2021-06-15 12:54:43.535000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1771,2025-05-23 07:54:08.236908-06:00,1437,2021,6,2021,6,1437,-7837,0,0.08745527777777777,0,,Unknown,,
DEVOPS-1767,74069,WWMX-FM Redirect,Done,Task,Zendesk Support for Jira,Tom Terry,2021-06-15 06:32:07.244000-06:00,2021-06-15 08:06:05.872000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1767,2025-05-23 07:54:08.246134-06:00,1438,2021,6,2021,6,1437,-7837,0,1.5662855555555555,0,,Unknown,,
DEVOPS-1762,73736,Create Cobra Group and provide SSO VPN access,Done,Task,Tom Terry,Tom Terry,2021-06-09 13:49:07.037000-06:00,2021-06-10 10:58:10.466000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1762,2025-05-23 07:54:08.255715-06:00,1443,2021,6,2021,6,1442,-7832,0,21.150952500000002,0,,Unknown,,
DEVOPS-1172,66880,Update target url for my.radio.com/mycbslocal,Will Not Do,Task,Zendesk Support for Jira,Tom Terry,2021-01-14 15:54:46.694000-07:00,2021-06-09 13:17:11.253000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1172,2025-05-23 07:54:08.264702-06:00,1589,2021,6,2021,1,1443,-7831,145,3500.373488611111,145,,Unknown,,
DEVOPS-1611,70953,VPN Access For Oleksandr and Oleksii,Done,Task,Jeff Slutz,Tom Terry,2021-04-21 10:54:54.661000-06:00,2021-06-09 12:30:18.311000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1611,2025-05-23 07:54:08.273890-06:00,1492,2021,6,2021,4,1443,-7831,49,1177.589902777778,49,,Unknown,,
DEVOPS-1655,71561,Marconi Dev VPN Access,Done,Task,Matt Osminer,Tom Terry,2021-05-05 09:30:22.408000-06:00,2021-06-09 12:30:06.699000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1655,2025-05-23 07:54:08.283924-06:00,1478,2021,6,2021,5,1443,-7831,35,842.9956363888889,35,,Unknown,,
DEVOPS-889,63540,Create Test Workspace in AWS - POC,Will Not Do,Task,Tom Terry,Tom Terry,2020-10-08 11:35:09.448000-06:00,2021-06-09 12:28:08.646000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-889,2025-05-23 07:54:08.295272-06:00,1687,2021,6,2020,10,1443,-7831,244,5856.8831105555555,244,,Unknown,,
DEVOPS-895,63612,Get ZipStream Logs Into Datadog,Will Not Do,Task,Tom Terry,Tom Terry,2020-10-11 22:18:32.302000-06:00,2021-06-09 12:21:02.381000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-895,2025-05-23 07:54:08.305505-06:00,1684,2021,6,2020,10,1443,-7831,240,5774.041688611111,240,,Unknown,,
DEVOPS-894,63605,Zip Stream Monitoring - Develop requirements list for Telos,Will Not Do,Task,Tom Terry,Tom Terry,2020-10-09 14:52:18.957000-06:00,2021-06-09 12:21:02.301000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-894,2025-05-23 07:54:08.314551-06:00,1686,2021,6,2020,10,1443,-7831,242,5829.478706666667,242,,Unknown,,
DEVOPS-1119,65922,www.elzoldeportes.com Redirect Request,Done,Task,Zendesk Support for Jira,Tom Terry,2020-12-14 11:44:58.247000-07:00,2021-06-09 12:17:15.588000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1119,2025-05-23 07:54:08.324940-06:00,1620,2021,6,2020,12,1443,-7831,176,4247.538150277778,176,,Unknown,,
DEVOPS-1208,66440,wmaskids.com Redirect Request,Done,Task,Zendesk Support for Jira,Tom Terry,2021-01-05 09:05:55.619000-07:00,2021-06-09 12:15:32.475000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1208,2025-05-23 07:54:08.334103-06:00,1598,2021,6,2021,1,1443,-7831,155,3722.160237777778,155,,Unknown,,
DEVOPS-1755,72951,Vanity redirect files not working with Lambda service,Done,Bug,Aaron Schultheis,Tom Terry,2021-05-27 11:12:54.888000-06:00,2021-06-07 15:20:06.932000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1755,2025-05-23 07:54:08.343360-06:00,1456,2021,6,2021,5,1445,-7829,11,268.1200122222222,11,,Unknown,,
DEVOPS-1746,73193,Repair PHP-BUILDBOX on Jenkins,Done,Task,Sherman Glass,Tom Terry,2021-06-01 15:57:57.105000-06:00,2021-06-07 11:05:51.216000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1746,2025-05-23 07:54:08.352742-06:00,1451,2021,6,2021,6,1445,-7829,5,139.1316975,5,,Unknown,,
DEVOPS-1743,73134,Need cert fixed for Search Staging environment to unblock Exclusive Stations client validation,Done,Task,Keith.Sherwood,Tom Terry,2021-06-01 10:20:53.692000-06:00,2021-06-02 13:56:15.698000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1743,2025-05-23 07:54:08.362281-06:00,1451,2021,6,2021,6,1450,-7824,1,27.58944611111111,1,,Unknown,,
DEVOPS-1749,73237,Assist Izzy George (Work & Co) with VPN issues,Done,Task,Tom Terry,Tom Terry,2021-06-02 13:31:37.590000-06:00,2021-06-02 13:31:53.469000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1749,2025-05-23 07:54:08.371506-06:00,1450,2021,6,2021,6,1450,-7824,0,0.0044108333333333334,0,,Unknown,,
DEVOPS-1722,72599,Tunnleblick VPN access for Bogdan Shkribliak,Done,Task,Former user,Tom Terry,2021-05-21 10:59:20.563000-06:00,2021-06-02 13:29:32.590000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1722,2025-05-23 07:54:08.381706-06:00,1462,2021,6,2021,5,1450,-7824,12,290.5033408333333,12,,Unknown,,
DEVOPS-1724,72605,radioimg-stg s3 bucket blocking ROC dev PUT/OPTIONS https://admin-web-dev.radio-sbx.com,Done,Bug,Former user,Tom Terry,2021-05-21 12:32:28.594000-06:00,2021-06-01 14:37:21.950000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1724,2025-05-23 07:54:08.391220-06:00,1462,2021,6,2021,5,1451,-7823,11,266.0814877777778,11,,Unknown,,
DEVOPS-1557,70412,audacycontest.com domain pointing,Done,Task,Andy Drake,Tom Terry,2021-04-09 12:28:00.527000-06:00,2021-05-26 11:07:46.998000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1557,2025-05-23 07:54:08.400519-06:00,1504,2021,5,2021,4,1457,-7817,46,1126.662908611111,46,,Unknown,,
DEVOPS-1719,72595,AWS SSO Account for Eric Uwimana,Done,Task,Matt Osminer,Tom Terry,2021-05-21 09:46:08.781000-06:00,2021-05-23 22:51:38.151000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1719,2025-05-23 07:54:08.410033-06:00,1462,2021,5,2021,5,1460,-7815,2,61.09149166666666,2,,Unknown,,
DEVOPS-1713,72502,Add QA personnel to AWS SSO / AWS VPN / GitLab,Done,Task,Cris Stoddard,Tom Terry,2021-05-20 07:47:42.364000-06:00,2021-05-20 14:55:21.720000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1713,2025-05-23 07:54:08.419490-06:00,1464,2021,5,2021,5,1463,-7811,0,7.127598888888889,0,,Unknown,,
DEVOPS-1710,72478,"Enable VPN for AppDev, Mobile and ROC Group",Done,Task,Tom Terry,Tom Terry,2021-05-19 13:11:27.132000-06:00,2021-05-20 14:15:55.940000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1710,2025-05-23 07:54:08.429027-06:00,1464,2021,5,2021,5,1463,-7811,1,25.07466888888889,1,,Unknown,,
DEVOPS-1712,72496,Can't Get Into GitLab,Done,Bug,Tony Istvan,Tom Terry,2021-05-19 16:37:12.155000-06:00,2021-05-20 06:43:31.165000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1712,2025-05-23 07:54:08.438593-06:00,1464,2021,5,2021,5,1464,-7811,0,14.105280555555556,0,,Unknown,,
DEVOPS-1191,67047,Datadog Client Installation on all Prod ZipR2s,Will Not Do,Task,Tom Terry,Tom Terry,2021-01-20 08:55:52.433000-07:00,2021-05-19 11:34:36.592000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1191,2025-05-23 07:54:08.448679-06:00,1583,2021,5,2021,1,1464,-7810,119,2857.6455997222224,119,,Unknown,,
DEVOPS-1705,72279,WKRK.com Redirect,Done,Task,Zendesk Support for Jira,Tom Terry,2021-05-18 10:46:15.497000-06:00,2021-05-19 11:34:18.031000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1705,2025-05-23 07:54:08.458247-06:00,1465,2021,5,2021,5,1464,-7810,1,24.80070388888889,1,,Unknown,,
DEVOPS-1706,72280,WQAL.com Redirect,Done,Task,Zendesk Support for Jira,Tom Terry,2021-05-18 10:48:03.386000-06:00,2021-05-19 11:33:25.290000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1706,2025-05-23 07:54:08.467554-06:00,1465,2021,5,2021,5,1464,-7810,1,24.756084444444443,1,,Unknown,,
DEVOPS-1662,71733,AWS VPN Access,Done,Task,Vincent Murr,Tom Terry,2021-05-07 13:29:47.605000-06:00,2021-05-19 09:01:39.854000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1662,2025-05-23 07:54:08.476994-06:00,1476,2021,5,2021,5,1464,-7810,11,283.53118027777776,11,,Unknown,,
DEVOPS-1698,72161,Steve Hammond (of Marconi QA) access to AWS VPN not working. ,Done,Task,Former user,Tom Terry,2021-05-17 10:34:41.760000-06:00,2021-05-17 15:21:32.820000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1698,2025-05-23 07:54:08.486224-06:00,1466,2021,5,2021,5,1466,-7808,0,4.78085,0,,Unknown,,
DEVOPS-1697,72152,CalHopeConcerts.com - redirect needed,Done,Task,Amy Van Hook,Tom Terry,2021-05-17 10:14:47.830000-06:00,2021-05-17 13:23:19.481000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1697,2025-05-23 07:54:08.495530-06:00,1466,2021,5,2021,5,1466,-7808,0,3.1421252777777777,0,,Unknown,,
DEVOPS-1672,71911,ChicagoEntry.com Redirect,Done,Task,Zendesk Support for Jira,Tom Terry,2021-05-12 10:40:12.733000-06:00,2021-05-12 11:20:35.015000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1672,2025-05-23 07:54:08.504875-06:00,1471,2021,5,2021,5,1471,-7803,0,0.6728561111111111,0,,Unknown,,
DEVOPS-1663,71738,AWS VPN Access For Marconi Devs,Done,Task,Jeff Slutz,Tom Terry,2021-05-07 14:48:08.418000-06:00,2021-05-11 13:12:46.688000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1663,2025-05-23 07:54:08.514070-06:00,1476,2021,5,2021,5,1472,-7802,3,94.41063055555556,3,,Unknown,,
DEVOPS-1665,71759,MakeMeMaryland.com Redirect,Done,Task,Zendesk Support for Jira,Tom Terry,2021-05-10 07:29:46.028000-06:00,2021-05-10 13:46:05.095000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1665,2025-05-23 07:54:08.523585-06:00,1474,2021,5,2021,5,1473,-7801,0,6.271963055555555,0,,Unknown,,
DEVOPS-1660,71570,Please setup VPN account for QA Contractor Michael Mclemore,Done,Task,Cris Stoddard,Tom Terry,2021-05-05 11:52:21.418000-06:00,2021-05-07 11:21:09.988000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1660,2025-05-23 07:54:08.532924-06:00,1478,2021,5,2021,5,1476,-7798,1,47.480158333333335,1,,Unknown,,
DEVOPS-1613,70959,S3 radioassets/sounders access,Done,Task,Former user,Tom Terry,2021-04-21 11:45:07.522000-06:00,2021-05-04 07:07:31.654000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1613,2025-05-23 07:54:08.542808-06:00,1492,2021,5,2021,4,1480,-7795,12,307.37337,12,,Unknown,,
DEVOPS-994,64851,Redirect Entercom Parked Pages,Done,Task,Former user,Tom Terry,2020-11-10 12:42:01.793000-07:00,2021-05-03 12:24:56.928000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-994,2025-05-23 07:54:08.552208-06:00,1654,2021,5,2020,11,1480,-7794,173,4174.715315277777,173,,Unknown,,
DEVOPS-1007,65005,Redirect entercomrecaps.com,Done,Task,Former user,Tom Terry,2020-11-13 15:06:37.314000-07:00,2021-05-03 12:24:54.564000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1007,2025-05-23 07:54:08.561983-06:00,1651,2021,5,2020,11,1480,-7794,170,4100.3047916666665,170,,Unknown,,
DEVOPS-1646,71341,RE: IMPORTANT NEEDS ACTION - White Label,Done,Task,Zendesk Support for Jira,Tom Terry,2021-04-29 15:10:27.259000-06:00,2021-04-30 08:28:20.470000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1646,2025-05-23 07:54:08.571257-06:00,1484,2021,4,2021,4,1483,-7791,0,17.298114166666668,0,,Unknown,,
DEVOPS-1639,71265,Grant access to services to GL contractor Bogdan Shkribliak,Done,Task,Cris Stoddard,Tom Terry,2021-04-28 09:59:04.701000-06:00,2021-04-30 08:27:15.693000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1639,2025-05-23 07:54:08.580753-06:00,1485,2021,4,2021,4,1483,-7791,1,46.46972,1,,Unknown,,
DEVOPS-1617,71092,New Sub-domain & SSL Cert,Done,Task,Linda Moi,Tom Terry,2021-04-23 07:58:15.873000-06:00,2021-04-27 15:00:03.927000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1617,2025-05-23 07:54:08.590310-06:00,1490,2021,4,2021,4,1486,-7788,4,103.030015,4,,Unknown,,
DEVOPS-1636,71237,Add cbssports.radio.com and buzn1029.radio.com to Frequency Lambda redirect service,Done,Task,Tony Senes,Tom Terry,2021-04-27 12:13:08.692000-06:00,2021-04-27 14:52:38.266000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1636,2025-05-23 07:54:08.599427-06:00,1486,2021,4,2021,4,1486,-7788,0,2.658215,0,,Unknown,,
DEVOPS-1637,71248,Pull Logos for Affiliates from s3,Done,Task,Former user,Tom Terry,2021-04-27 14:03:04.068000-06:00,2021-04-27 14:34:09.980000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1637,2025-05-23 07:54:08.608784-06:00,1486,2021,4,2021,4,1486,-7788,0,0.5183088888888889,0,,Unknown,,
DEVOPS-1632,71210,Perks redirect,Done,Task,Zendesk Support for Jira,Tom Terry,2021-04-26 13:33:50.569000-06:00,2021-04-26 13:41:03.884000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1632,2025-05-23 07:54:08.618294-06:00,1487,2021,4,2021,4,1487,-7787,0,0.12036527777777778,0,,Unknown,,
DEVOPS-1604,70875,Give VPN access to Luis Ortiz (luis.ortiz@gorillalogic.com),Done,Task,Matt Macchia,Tom Terry,2021-04-20 08:58:52.368000-06:00,2021-04-21 08:58:16.119000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1604,2025-05-23 07:54:08.627470-06:00,1493,2021,4,2021,4,1492,-7782,0,23.989930833333336,0,,Unknown,,
DEVOPS-1573,70595,VPN Access For Oleh Drozd,Done,Task,Jeff Slutz,Tom Terry,2021-04-13 09:56:53.623000-06:00,2021-04-20 09:19:46.178000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1573,2025-05-23 07:54:08.636685-06:00,1500,2021,4,2021,4,1493,-7781,6,167.3812652777778,6,,Unknown,,
DEVOPS-1568,70540,KAMP-FM Rebrand (Confidential) Point new vanity domain,Done,Task,Aaron Schultheis,Tom Terry,2021-04-12 12:49:59.132000-06:00,2021-04-20 07:45:59.156000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1568,2025-05-23 07:54:08.651217-06:00,1501,2021,4,2021,4,1494,-7781,7,186.93334,7,,Unknown,,
DEVOPS-1582,70687,WMASClubhouseCard.com,Done,Task,Zendesk Support for Jira,Tom Terry,2021-04-15 07:36:31.276000-06:00,2021-04-19 12:22:22.285000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1582,2025-05-23 07:54:08.663227-06:00,1499,2021,4,2021,4,1494,-7780,4,100.76416916666668,4,,Unknown,,
DEVOPS-1588,70790,Please purchase domain & redirect springfieldclubhousecard.com,Done,Task,Zendesk Support for Jira,Tom Terry,2021-04-16 17:03:46.642000-06:00,2021-04-16 17:04:56.290000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1588,2025-05-23 07:54:08.673965-06:00,1497,2021,4,2021,4,1497,-7777,0,0.019346666666666665,0,,Unknown,,
DEVOPS-1581,70675,New Vanity URL Set Up Request - alt923newyork.com (WNLY-FM/New York),Done,Task,Amy Van Hook,Tom Terry,2021-04-14 15:53:44.052000-06:00,2021-04-15 06:35:38.586000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1581,2025-05-23 07:54:08.683764-06:00,1499,2021,4,2021,4,1499,-7776,0,14.698481666666666,0,,Unknown,,
DEVOPS-1549,70371,New Vanity URL Set Up Request - fm1019orlando.com (WQMP-FM/Orlando),Done,Task,Amy Van Hook,Tom Terry,2021-04-08 11:22:59.343000-06:00,2021-04-13 17:41:55.576000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1549,2025-05-23 07:54:08.692757-06:00,1505,2021,4,2021,4,1500,-7774,5,126.31562027777778,5,,Unknown,,
DEVOPS-1550,70372,New Vanity URL Set Up Request - alt1053sf.com (KITS-FM/San Fran),Done,Task,Amy Van Hook,Tom Terry,2021-04-08 11:26:34.387000-06:00,2021-04-13 17:41:31.493000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1550,2025-05-23 07:54:08.702420-06:00,1505,2021,4,2021,4,1500,-7774,5,126.24919611111112,5,,Unknown,,
DEVOPS-1551,70373,New Vanity URL Set Up Request - HFSBaltimore.com (WWMX-HD2/Baltimore),Done,Task,Amy Van Hook,Tom Terry,2021-04-08 11:30:41.865000-06:00,2021-04-13 17:39:53.697000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1551,2025-05-23 07:54:08.711859-06:00,1505,2021,4,2021,4,1500,-7774,5,126.15328666666666,5,,Unknown,,
DEVOPS-1567,70539,Create VPN/Jenkins access for Jaime Fajardo,Done,Task,Former user,Tom Terry,2021-04-12 12:49:01.961000-06:00,2021-04-13 13:56:26.634000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1567,2025-05-23 07:54:08.720902-06:00,1501,2021,4,2021,4,1500,-7774,1,25.123520277777775,1,,Unknown,,
DEVOPS-1553,70382,VPN Access for Artur and Brian,Done,Task,Jeff Slutz,Tom Terry,2021-04-08 13:12:04.128000-06:00,2021-04-13 13:32:11.383000-06:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1553,2025-05-23 07:54:08.730358-06:00,1505,2021,4,2021,4,1500,-7774,5,120.33534861111112,5,,Unknown,,
